Genus,Species,Glucose_F,Galactose_F,Sucrose_F,Maltose_F,Lactose_F,Raffinose_F,Trehalose_F,Glucose,Inulin,Sucrose,Raffinose,Melibiose,Galactose,Lactose,Trehalose,Maltose,Melezitose,Methyl-?-D-glucoside,Soluble Starch,Cellobiose,Salicin,L-Sorbose,L-Rhamnose,D-Xylose,L-Arabinose,D-Arabinose,D-Ribose,Methanol,Ethanol,Glycerol,Erythritol,Ribitol,Galactitol,D-Mannitol,D-Glucitol,myo-Inositol,DL-Lactate,Succinate,Citrate,D-Gluconate,D-Glucosamine,N-Acetyl-D-glucosamine,Hexadecane,Nitrate,Nitrite,Vitamin-free,2-Keto-D-gluconate,5-Keto-D-gluconate,Saccharate,Xylitol,L-Arabinitol,Arbutin,"Propane 1,2 diol","Butane 2,3 diol",Cadaverine,Creatinine,L-Lysine,Ethylamine,50% Glucose,10% NaCl/5% glucose,Starch formation,Urease,Gelatin liquefaction,0.01% Cycloheximide,0.1% Cycloheximide,Growth at 19°C,Growth at 25°C,Growth at 30°C,Growth at 35°C,Growth at 37°C,Growth at 40°C,Growth at 45°C
Sporobolomyces,S. oryzicola,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,1,0,1,1,1,1,0,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,0,1,NA,NA,NA,1,1,1,0,0,0,0
Sporobolomyces,S. patagonicus ,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0.5,0.5,1,0.5,1,0.5,0,1,NA,0,0,0,1,NA,0,1,0,0,0,1,0.5,0,0,1,0,0.5,0,NA,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,0.5,1,NA,NA,0,1,NA,NA,NA,1,1,1,0,0,0,0
Sporobolomyces,S. phaffii ,0,0,0,0,0,0,0,1,0,1,1,1,0.5,0,1,1,1,1,1,1,1,0,0,0,0,0,0,NA,1,0,0,0,0,1,0.5,0,0,1,0,NA,NA,NA,NA,1,1,1,0,0,NA,NA,NA,NA,NA,NA,0.5,NA,1,0.5,NA,NA,0,1,NA,NA,NA,1,1,1,0,0,0,0
Sporobolomyces,S. phyllomatis,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,0,0,1,0,0.5,1,1,1,1,0,0,1,1,0,1,1,1,1,0,0,1,1,1,0,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,0,1,NA,NA,NA,1,1,0,0,0,0,0
Sporobolomyces,S. poonsookiae ,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,1,1,NA,0,1,NA,NA,NA,1,1,1,1,0,0,0
Sporobolomyces,S. pyrrosiae ,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,NA,0,0,0,0,0,0,1,1,NA,1,0,0,NA,0,0,0,NA,0,0,NA,NA,NA,1,1,0,0,0,0,0
Sporobolomyces,S. roseus,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0.5,0,1,1,0,1,1,0,1,0,0,1,0,1,1,1,1,0,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,0,1,NA,NA,NA,1,1,0,0,0,0,0
Sporobolomyces,S. ruber,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,NA,NA,0,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,0,1,NA,NA,NA,1,1,0,0,0,0,0
Sporobolomyces,S. ruberrimus ,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,NA,NA,NA,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,1,NA,0.5,0,0,NA,0,NA,NA,NA,NA,1,1,1,0,0,0,0
Sporobolomyces,S. salicinus,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0,1,1,1,1,0,0,1,1,0,0,NA,NA,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA,0,0,0,NA,0,1,NA,NA,NA,1,1,1,0,0,0,0
Sporobolomyces,S. salmoneus,0,0,0,0,0,0,0,1,0,1,1,0,0.5,0,1,1,1,1,1,1,1,1,0,0.5,0,1,0.5,0,1,1,0,0,0,1,1,0,0,1,0.5,1,0,NA,NA,0.5,0.5,0.5,0,NA,NA,NA,NA,NA,NA,NA,0.5,NA,0.5,0.5,1,NA,0,1,NA,NA,NA,1,1,0.5,0,0,0,0
Sporobolomyces,S. sasicola,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,0,NA,0,1,NA,NA,NA,1,1,0,0,0,0,0
Sporobolomyces,S. singularis,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0.5,1,0,0,1,1,0,1,0,1,1,0,1,1,1,1,0,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,1,NA,0,1,0,NA,0,1,NA,NA,NA,1,1,0,0,0,0,0
Sporobolomyces,S. subbrunneus,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,1,1,1,0,NA,NA,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,1,0,0,NA,0,1,NA,NA,NA,1,1,0,0,0,0,0
Sporobolomyces,S. symmetricus ,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,NA,0,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,1,0,NA,0,1,NA,NA,NA,1,1,1,0,0,0,0
Sporobolomyces,S. syzygii  ,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,1,1,0,1,1,1,NA,NA,NA,NA,0,0,0,1,1,NA,NA,NA,NA,NA,NA,0,NA,1,0,0,NA,0,1,NA,NA,NA,1,1,1,0,0,0,0
Sporobolomyces,S. taupoensis ,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,NA,NA,1,1,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,0,1,NA,NA,NA,1,1,0,0,0,0,0
Sporobolomyces,S. tsugae,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,0.5,0,1,1,1,0,1,0,0.5,0,0,1,1,0,0.5,0,1,1,0,1,1,1,1,0,NA,NA,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,0,NA,0.5,1,0,NA,0,1,NA,NA,NA,1,1,0,0,0,0,0
Sporobolomyces,S. vermiculatus ,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,1,1,1,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,1,0,0,NA,0,1,NA,NA,NA,1,1,0.5,0.5,0.5,NA,NA
Sporobolomyces,S. xanthus,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,NA,NA,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA,0,1,0,NA,0,1,NA,NA,NA,1,1,0,0,0,0,0
Sporobolomyces,S. yunnanensis ,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,1,0,1,0,1,0,0,0,1,1,1,NA,NA,NA,1,1,0,1,1,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,0,1,NA,NA,NA,1,1,NA,0,0,0,0
Rhodotorula,R. acheniorum,0,0,0,0,0,0,0,1,0,1,1,1,0.5,1,1,1,1,1,0,1,0,0.5,0,1,1,0.5,1,0,0,0.5,1,1,0.5,1,1,0,1,1,1,0,1,NA,NA,1,1,0,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,1,1,0,0,0,0,0
Rhodotorula,R. araucariae,0,0,0,0,0,0,0,1,0,0.5,0.5,0,0.5,0,1,0,0,0,0,0,0,0.5,0,0.5,0,0.5,0,0,1,1,0,0.5,0,1,1,0,0.5,1,0.5,1,0,NA,NA,1,1,1,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,1,1,1,0.5,0,0,0
Rhodotorula,R. armeniaca,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1,0,0,0,NA,NA,0,0,0,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,1,1,0,0,0,0,0
Rhodotorula,R. aurantiaca,0,0,0,0,0,0,0,1,0,1,0,0,0.5,0,0.5,1,1,0,0,1,0,0.5,0,1,1,1,0,0,1,1,0,1,0,1,1,0,0.5,1,1,1,0,NA,NA,0.5,1,0,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,1,1,0,0,0,0,0
Rhodotorula,R. auriculariae,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,NA,NA,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,0,1,1,0,0,0,0,0
Rhodotorula,R. bacarum,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,1,1,1,0.5,0.5,0,1,1,0.5,1,0,1,1,1,0.5,0,1,1,0.5,0,1,1,0,0,NA,NA,0.5,1,0.5,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,1,1,0,0,0,0,0
Rhodotorula,R. benthica  ,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,0,1,0,NA,NA,0,0,0,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,0,1,1,1,1,1,0,0
Rhodotorula,R. bogoriensis,0,0,0,0,0,0,0,1,0.5,0,0,0,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,1,0.5,1,1,0,0.5,1,1,1,1,NA,NA,0,0,0,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,1,0,1,1,0,0,0,0,0
Rhodotorula,R. buffonii,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.5,1,1,0,1,1,0.5,0.5,0,0.5,0.5,1,0,0,1,1,0,1,0,1,1,0,0,1,1,1,0,NA,NA,1,1,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,0,1,0.5,0,0,0,0,0
Rhodotorula,R. calyptogenae  ,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,NA,NA,0,0,0,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,1,1,1,1,1,1,0,0
Rhodotorula,R. colostri ,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0.5,0.5,0,1,1,0,0,0.5,0,0,0,0,1,1,0,1,0,1,1,0,0,1,1,1,0,NA,NA,1,1,0,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0.5,0,1,1,0.5,0,0,0,0
Rhodotorula,R. cresolica ,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,0,1,0,0,0,1,0,1,1,0,1,1,0,1,0,1,1,0,1,1,1,1,1,NA,NA,1,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,1,1,0,0,0,0,0
Rhodotorula,R. crocea ,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,0,0,1,0,1,0,1,0.5,0.5,1,0,0.5,1,0,1,0,1,1,0,0,1,1,1,0,NA,NA,1,1,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,1,1,1,1,0,0,0
Rhodotorula,R. cycloclastica,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.5,0,0,0,0,1,0.5,0,1,0,1,1,0,1,1,1,0,0.5,NA,1,0,0,1,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,0,1,1,1,0.5,0,0,0
Rhodotorula,R. dairenensis ,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,1,1,0,1,1,0,0,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,0,NA,NA,1,1,0,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,1,1,1,1,1,0,0,0
Rhodotorula,R. diffluens,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,1,0,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,NA,NA,1,1,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,0,1,1,0,0,0,0,0
Rhodotorula,R. ferulica,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,0,1,0.5,1,0,0.5,0,1,0.5,0,1,1,1,0.5,0,1,0.5,0,0.5,1,1,1,0.5,0,NA,1,1,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,0,1,1,0.5,0,0,0,0
Rhodotorula,R. foliorum,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,1,1,0,1,0,1,1,0,1,1,1,1,1,NA,NA,1,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,0,1,1,0,0,0,0,0
Rhodotorula,R. glutinis,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,0,1,0,1,1,0,0,1,1,1,0,NA,NA,1,1,1,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,1,1,1,1,0,0,0,0
Rhodotorula,R. graminis,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,1,1,0,0,NA,NA,1,1,1,NA,NA,1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,1,1,1,1,0,0,0,0
Rhodotorula,R. hordea,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,0,1,1,0,1,1,1,0,0,NA,NA,1,1,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,1,1,0,0,0,0,0
Rhodotorula,R. hylophila,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,0,1,0,NA,NA,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,0,1,1,0,0,0,0,0
Rhodotorula,R. ingeniosa,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0.5,1,0,1,0,1,1,0,1,1,1,1,1,NA,NA,1,1,1,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0.5,0,1,1,0.5,0,0,0,0
Rhodotorula,R. javanica,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,1,1,0,NA,NA,1,1,0,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,0,1,1,0,0,0,0,0
Rhodotorula,R. lactosa,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0.5,1,1,1,0,0,1,1,0,1,0,1,1,0,1,1,1,1,0,NA,NA,1,1,0,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,0,1,1,1,0,0,0,0
Rhodotorula,R. lamellibrachii ,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,0,1,1,1,0,NA,NA,1,1,0,0,0,0,0,0,0,0,1,0,NA,NA,0,0,0,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,1,0,0,0,0
Rhodotorula,R. laryngis ,0,0,0,0,0,0,0,1,0,1,0,0,0.5,0,1,0,1,0,0,1,1,0.5,0,1,1,1,0,0,1,1,0,1,0,1,1,0,1,1,0,1,0,NA,NA,0,0,0,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,0,1,1,0.5,0,0,0,0
Rhodotorula,R. lignophila,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1,1,0,NA,NA,0,0,0,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,1,1,0,0,0,0,0
Rhodotorula,R. lysiniphila,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,1,1,1,0,0,0,0
Rhodotorula,R. marina,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,0,1,1,1,0,NA,NA,0,0,0,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,0,1,1,1,0,0,0,0
Rhodotorula,R. minuta,0,0,0,0,0,0,0,1,0,1,0,0,0.5,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,0,1,0,0.5,0.5,0,0.5,1,0,1,0,NA,NA,0,0,0,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,0,1,1,1,0.5,0,0,0
Rhodotorula,R. mucilaginosa,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,1,0.5,0,1,1,0.5,0,1,1,1,1,0,1,1,0,1,0,0.5,0.5,0,0.5,1,1,1,0,NA,NA,0,0,0,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0.5,0.5,1,1,1,0.5,0,0,0
Rhodotorula,R. nothofagi,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,0,NA,NA,0,0,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,0,1,1,1,0,0,0,0
Rhodotorula,R. oryzae ,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,NA,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, NA,NA,NA,0,NA,NA,NA,NA,1,1,1,1,0,0,0
Rhodotorula,R. pacifica,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,1,1,1,1,0,0,0
Rhodotorula,R. pallida ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,1,1,0,1,1,0,1,0,NA,NA,0,0,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,1,1,1,0,0,0,0
Rhodotorula,R. philyla,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0.5,0,1,0,1,1,0,0.5,1,1,1,1,NA,NA,0,0,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,1,1,1,0,0,0,0
Rhodotorula,R. phylloplana,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0.5,1,1,1,0,1,0,0,0,1,1,0,0.5,0,0.5,1,1,0,0,1,1,1,1,1,0.5,0,0,NA,NA,1,1,1,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,1,1,0,0,0,0,0
Rhodotorula,R. pilati,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0,1,1,1,1,0,NA,NA,1,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,0,1,1,0,0,0,0,0
Rhodotorula,R. pinicola ,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,NA,0,0,0,0,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,1,1,1,0,0,0,0
Rhodotorula,R. pustula,0,0,0,0,0,0,0,1,0,0,0,0,0.5,0,1,0,0,0,0,1,1,1,0,1,1,1,1,0,1,1,0,1,0,1,1,0,0,1,1,1,1,NA,NA,1,1,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,1,1,0,0,0,0,0
Rhodotorula,R. retinophila  ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0.5,0,1,0,1,1,0,1,1,1,1,1,NA,1,0,0,1,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,0,1,1,1,1,1,0,0
Rhodotorula,R. slooffiae ,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0.5,0,1,0,0,1,0.5,1,0,1,1,1,1,0,1,1,0,1,0,1,1,0,1,1,0,1,0,NA,NA,0,0,0,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,0,1,1,1,0,0,0,0
Rhodotorula,R. sonckii,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,1,0,NA,NA,1,1,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,1,1,0,0,0,0,0
Rhodotorula,R. terpenoidalis ,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,NA,1,0,0,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,0,1,1,1,1,1,0,0
Rhodotorula,R. vanillica,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,0.5,1,1,1,1,0,0.5,0,0.5,0.5,0,0,1,0,0.5,0,1,1,0,1,1,1,1,1,NA,NA,1,1,1,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0.5,0,1,1,1,0,0,0,0
Rhodotorula,R. yarrowii ,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,0.5,1,0.5,1,0,0.5,0,0.5,0,0,1,1,0,0.5,0,1,1,1,1,1,1,1,1,NA,NA,1,1,0,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,0,1,1,0,0,0,0,0
Acaromyces,A. ingoldii,0,0,0,0,0,0,0,1,0.5,1,1,0.5,1,1,1,1,1,0,0.5,1,1,0,0,1,1,1,1,0,1,0,1,0.5,0,1,1,1,0,1,0.5,1,0,NA,NA,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,1,NA,NA,NA,1,1,1,0,0,0,0
Meira,M. argovae,0,0,0,0,0,0,0,1,1,1,1,0.5,1,0.5,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,NA,NA,1,1,0.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,1,NA,NA,NA,1,1,1,0,0,0,0
Meira,M. geulakonigii,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,NA,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,1,NA,NA,NA,1,1,1,1,1,0,0
Sympodiomycopsis,S. paphiopedili,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,NA,NA,1,1,1,1,NA,0,1,1,0,1,0,0,0,0,1,1,1,0,NA,NA,NA,NA,1,1,1,NA,0,0,0
Tilletiaria,T. anomala,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,NA,NA,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,1,NA,NA,NA,1,1,1,0,0,0,0
Tilletiopsis,T. albescens,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.5,1,1,1,1,0,0.5,1,1,1,0,1,1,1,1,1,1,1,0,NA,NA,1,1,1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,1,NA,NA,NA,1,1,0,0,0,0,0
